6102166|||||Giovanni Fattori|||||(Italian, 1825 - 1908)|||||Le anatre|||||Lot 89 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  800 - 1,000 EUR|||||Materials: zinc etching on smooth light brown paper Measurements: 8.46 in. (21.50 cm.) (height) by 5.35 in. (13.60 cm.) (width) Size Notes: sheet: 382 x 270 mm Description: engraved and printed early 1880s; unqiue state Markings: signed, l.l., plate Condition: fine with wide margins
6102167|||||Giovanni Fattori|||||(Italian, 1825 - 1908)|||||Bove nella stalla|||||Lot 90 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  600 - 800 EUR|||||Materials: zinc etching on smooth ivory paper Measurements: 3.94 in. (10.00 cm.) (height) by 3.94 in. (10.00 cm.) (width) Size Notes: sheet: 265 x 250 mm Description: unique state; early engraving and print Markings: signed, l.l., plate Condition: fine with wide margins; framed
6102168|||||Giovanni Fattori|||||(Italian, 1825 - 1908)|||||Le capre|||||Lot 91 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  500 - 600 EUR|||||Materials: zinc etching Measurements: 10.51 in. (26.70 cm.) (height) by 17.13 in. (43.50 cm.) (width) Size Notes: sheet: 370 x 520 mm Markings: signed and dated, l.l. Condition: fine with wide margins; minor oxidation and stains
6102169|||||Mariano Fortuny y Carbo|||||(Spanish, 1838 - 1874)|||||Idilio|||||Lot 92 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  800 - 1,000 EUR|||||Materials: etching Measurements: 7.91 in. (20.10 cm.) (height) by 5.67 in. (14.40 cm.) (width) Size Notes: sheet: 244 x 180 mm Edition: PBL Description: 1/6 states Markings: signed, located and dated 'Roma 65', u.r., plate
6102170|||||Anselmo Bucci|||||(Italian, 1887 - 1955)|||||Place Blanche A  Montmartre|||||Lot 93 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  1,500 - 1,800 EUR|||||Materials: copper drypoint on heavy light brown paper Measurements: 18.90 in. (48.00 cm.) (height) by 24.65 in. (62.60 cm.) (width) Size Notes: sheet: 540 x 680 mm Edition: edition of 30 Description: unique state Markings: signed, l.l., plate; signed and titled with pencil 'Place Blanche Paris 1911' Condition: fine with strong inking and wide margins; restored hole; browning and surface abarsion
6102171|||||Paul Gauguin|||||(French, 1848 - 1903)|||||MisA res humaines|||||Lot 94 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  26,000 - 28,000 EUR|||||Materials: printed black xylograph on thin Japon paper Measurements: 7.68 in. (19.50 cm.) (height) by 11.61 in. (29.50 cm.) (width) Size Notes: sheet (approx.): 250 x 375 mm Edition: approx. numbered edition of 30 Markings: monogrammed, l.l., block; numbered '3' with pen Condition: fine with wide and irregular margins; rebuilt corner; minor oxidation
6102172|||||Paul-Cesar Helleu|||||(French, 1859 - 1927)|||||Le buste|||||Lot 95 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: drypoint on ivory paper Measurements: 11.65 in. (29.60 cm.) (height) by 11.50 in. (29.20 cm.) (width) Size Notes: sheet: 595 x 445 mm Markings: signed with pencil, l.r. Condition: fine with wide margins; minor plate toning
6102173|||||Emil Orlik|||||(Czech, 1870 - 1932)|||||Im Atelier|||||Lot 96 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  500 - 700 EUR|||||Materials: xylograph on thin vellum Measurements: 5.20 in. (13.20 cm.) (height) by 6.10 in. (15.50 cm.) (width) Size Notes: sheet: 166 x 193 mm Edition: 1st edition Description: 1 block; pl. 26 from portfolio Kleine Holzschnitte; published 1900 Markings: signed with pencil Condition: fine; strong and even inking and wide margins
6102174|||||Eleuterio Pagliano|||||(Italian, 1826 - 1903)|||||Pifferaio abruzzese|||||Lot 97 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  250 - 300 EUR|||||Materials: etching on heavy ivory paper Measurements: 5.28 in. (13.40 cm.) (height) by 7.01 in. (17.80 cm.) (width) Size Notes: sheet: 156 x 242 mm Markings: signed, l.l., plate Condition: fine with wide margins; scattered foxing and minor creasing,
6102175|||||Camille Pissarro|||||(French, 1830 - 1903)|||||Aglise et ferme d'Aragny|||||Lot 99 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  1,300 - 1,500 EUR|||||Materials: etching on thin laid paper Measurements: 6.14 in. (15.60 cm.) (height) by 9.61 in. (24.40 cm.) (width) Edition: 4/7 Description: printed by Alfred Porcaboeuf; 6/6 states Markings: printed monogram, l.l.; numbered with pencil 'nA4', l.r. Condition: fine with wide margins
6102176|||||Katsushika Hokusai|||||(Japanese, 1760 - 1849)|||||In the Mountains of Totomi Provincea|||||Lot 77 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 800 - 1,200 USD|||||Materials: print Measurements:
6102177|||||Ohara Koson|||||(Japanese, 1877 - 1945)|||||Owl in flight with flowering tree and full moon|||||Lot 87 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 300 - 400 USD|||||Materials: print Measurements: Markings: with publisher's seal at right margin
6102178|||||Kawase Hasui|||||(Japanese, 1883 - 1957)|||||Rain Over the Lake at Matsuye|||||Lot 102 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 500 - 700 USD|||||Materials: print Measurements: Size Notes: oban yoko-e Markings: with publisher's seal l.r.
6102179|||||Franz von Stuck|||||(German, 1863 - 1928)|||||Forellenweiher|||||Lot 100 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  500 - 800 EUR|||||Materials: etching on Van Gelder Zonen laid paper Measurements: 11.06 in. (28.10 cm.) (height) by 8.66 in. (22.00 cm.) (width) Size Notes: sheet: 510 x 365 mm Description: only known state Markings: signed, l.r., plate; signed with pencil, l.r. Condition: fine; wide intact margins; plate toning
6102180|||||Shiro Kasamatsu|||||(Japanese, 1898 - 1991)|||||Sky in Winter|||||Lot 113 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 300 - 400 USD|||||Materials: print Measurements: Size Notes: oban yoko-e Edition: 9/100b Markings: signed within image, dated '1965' and numbered '9/100b' in pencil l.r.; with artist seal Condition: framed
6102181|||||Anders Zorn|||||(Swedish, 1860 - 1920)|||||Ritratto del principe Paul Troubetkoy|||||Lot 101 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  600 - 800 EUR|||||Materials: etching and drypoint on Van Gelder Zonen paper Measurements: 9.65 in. (24.50 cm.) (height) by 7.09 in. (18.00 cm.) (width) Size Notes: sheet: 465 x 365 mm Description: unique state Markings: signed with pencil, l.r.; dated, plate Condition: fine with wide margins and strong inking; minor plate toning and oxidation
6102182|||||Jun'ichiro Sekino|||||(Japanese, 1914 - 1988)|||||Dog and Boy No. 1|||||Lot 115 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 800 - 1,200 USD|||||Materials: woodblock print Measurements: 18.25 in. (46.36 cm.) (height) by 14.87 in. (37.77 cm.) (width) Edition: 68/100 Markings: numbered '68/100' and dated '1952' in pencil l.l.
6102183|||||Kiyoshi Saito|||||(Japanese, 1907 - 1997)|||||Woman with a cane walking in front of a temple gate|||||Lot 116 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 300 - 400 USD|||||Materials: print Measurements: Size Notes: dai oban yoko-e Markings: signed within image in pencil l.r.
6102184|||||Kiyoshi Saito|||||(Japanese, 1907 - 1997)|||||View of Aizu in winter with figures along a street|||||Lot 117 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 300 - 400 USD|||||Materials: print Measurements: Size Notes: oban yoko-e Markings: with printed signature
6102185|||||Bertha Boynton Lum|||||(American, 1879 - 1954)|||||Wedding banners|||||Lot 119 - Eldred's Auctioneers, East Dennis (December 03, 2015)|||||Asian Arts Auction (Sale )||||||||||Estimate: $ 300 - 400 USD|||||Materials: hand-colored woodcut on paper Measurements: 17.00 in. (43.18 cm.) (height) by 23.00 in. (58.42 cm.) (width) Size Notes: framed: 25.5 x 31 in Markings: signed, dated and inscribed 'Bertha Lum, copyright 1929...' l.c.
6102186|||||Odilon Redon|||||(French, 1840 - 1916)|||||Yeux clos|||||Lot 102 - Casa d'Aste Pandolfini, Florence (November 18, 2015)|||||Stampe e Disegni (Sale )||||||||||Estimate:  4,000 - 5,000 EUR|||||Materials: lithograph on Chine paper laid down Measurements: 12.36 in. (31.40 cm.) (height) by 9.49 in. (24.10 cm.) (width) Size Notes: sheet: 475 x 345 mm Edition: 2nd edition (50 Ps in 2 editions) Description: printed by Becquet; 2/4 states Markings: dedicated by artist with pencil 'A  Brethon Lafargue. O.R.'; signed, l.l., stone Condition: fine with wide margins; restored tear Literature:        Stima a 4.000 / 5.000
